Date : 2023-09-15 23:56:58
Directory : c:\Users\Josh\repos\doughleap\server
Total : 312 files,  8639 codes, -60 comments, -85 blanks, all 8494 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ..\frontend\src\app\employees\data                                                                                                                                                  |          1 |        -24 |          0 |         -9 |        -33 |
| ..\frontend\src\app\employees\feature                                                                                                                                               |          2 |        -11 |          0 |         -4 |        -15 |
| ..\frontend\src\app\employees\feature\employees                                                                                                                                     |          2 |        -11 |          0 |         -4 |        -15 |
| ..\frontend\src\app\employees\state                                                                                                                                                 |          5 |       -139 |         -2 |        -14 |       -155 |
| ..\frontend\src\app\guards                                                                                                                                                          |          1 |        -30 |         -3 |         -3 |        -36 |
| ..\frontend\src\app\header                                                                                                                                                          |          2 |       -358 |         -3 |        -13 |       -374 |
| ..\frontend\src\app\header\feature                                                                                                                                                  |          2 |       -358 |         -3 |        -13 |       -374 |
| ..\frontend\src\app\home                                                                                                                                                            |          3 |        -28 |          0 |         -9 |        -37 |
| ..\frontend\src\app\home\feature                                                                                                                                                    |          3 |        -28 |          0 |         -9 |        -37 |
| ..\frontend\src\app\home\feature\home                                                                                                                                               |          3 |        -28 |          0 |         -9 |        -37 |
| ..\frontend\src\app\kitchen                                                                                                                                                         |         54 |     -3,615 |        -22 |       -309 |     -3,946 |
| ..\frontend\src\app\kitchen (Files)                                                                                                                                                 |          2 |       -131 |         -2 |         -8 |       -141 |
| ..\frontend\src\app\kitchen\feature                                                                                                                                                 |         47 |     -3,424 |        -19 |       -290 |     -3,733 |
| ..\frontend\src\app\kitchen\feature\Inventory                                                                                                                                       |         19 |     -1,365 |         -9 |       -121 |     -1,495 |
| ..\frontend\src\app\kitchen\feature\Inventory (Files)                                                                                                                               |          2 |        -31 |          0 |         -5 |        -36 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature                                                                                                                               |         17 |     -1,334 |         -9 |       -116 |     -1,459 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory                                                                                                          |         14 |     -1,306 |         -9 |       -107 |     -1,422 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory (Files)                                                                                                  |          2 |        -95 |          0 |         -7 |       -102 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\data                                                                                                     |          1 |        -78 |         -1 |        -10 |        -89 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state                                                                                                    |          5 |       -361 |          0 |        -27 |       -388 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui                                                                                                       |          6 |       -772 |         -8 |        -63 |       -843 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\add-ingredient-stock-modal                                                                            |          2 |       -329 |         -5 |        -27 |       -361 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\delete-ingredient-stock-modal                                                                         |          2 |       -110 |         -1 |         -9 |       -120 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\edit-ingredient-stock-modal                                                                           |          2 |       -333 |         -2 |        -27 |       -362 |
| ..\frontend\src\app\kitchen\feature\Inventory\feature\material-inventory                                                                                                            |          3 |        -28 |          0 |         -9 |        -37 |
| ..\frontend\src\app\kitchen\feature\ingredients                                                                                                                                     |         14 |     -1,117 |         -5 |        -89 |     -1,211 |
| ..\frontend\src\app\kitchen\feature\ingredients (Files)                                                                                                                             |          2 |       -120 |          0 |         -5 |       -125 |
| ..\frontend\src\app\kitchen\feature\ingredients\data                                                                                                                                |          1 |        -46 |          0 |         -9 |        -55 |
| ..\frontend\src\app\kitchen\feature\ingredients\state                                                                                                                               |          5 |       -332 |          0 |        -28 |       -360 |
| ..\frontend\src\app\kitchen\feature\ingredients\ui                                                                                                                                  |          6 |       -619 |         -5 |        -47 |       -671 |
| ..\frontend\src\app\kitchen\feature\ingredients\ui\add-ingredient-modal                                                                                                             |          2 |       -234 |         -2 |        -18 |       -254 |
| ..\frontend\src\app\kitchen\feature\ingredients\ui\delete-ingredient-modal                                                                                                          |          2 |       -101 |         -1 |         -9 |       -111 |
| ..\frontend\src\app\kitchen\feature\ingredients\ui\edit-ingredient-modal                                                                                                            |          2 |       -284 |         -2 |        -20 |       -306 |
| ..\frontend\src\app\kitchen\feature\tools                                                                                                                                           |         14 |       -942 |         -5 |        -80 |     -1,027 |
| ..\frontend\src\app\kitchen\feature\tools (Files)                                                                                                                                   |          2 |        -88 |          0 |         -6 |        -94 |
| ..\frontend\src\app\kitchen\feature\tools\data                                                                                                                                      |          1 |        -43 |          0 |         -9 |        -52 |
| ..\frontend\src\app\kitchen\feature\tools\state                                                                                                                                     |          5 |       -332 |          0 |        -25 |       -357 |
| ..\frontend\src\app\kitchen\feature\tools\ui                                                                                                                                        |          6 |       -479 |         -5 |        -40 |       -524 |
| ..\frontend\src\app\kitchen\feature\tools\ui\add-tool-modal                                                                                                                         |          2 |       -186 |         -2 |        -14 |       -202 |
| ..\frontend\src\app\kitchen\feature\tools\ui\delete-tool-modal                                                                                                                      |          2 |       -101 |         -1 |         -8 |       -110 |
| ..\frontend\src\app\kitchen\feature\tools\ui\edit-tool-modal                                                                                                                        |          2 |       -192 |         -2 |        -18 |       -212 |
| ..\frontend\src\app\kitchen\state                                                                                                                                                   |          5 |        -60 |         -1 |        -11 |        -72 |
| ..\frontend\src\app\recipes                                                                                                                                                         |         80 |     -8,895 |       -190 |       -659 |     -9,744 |
| ..\frontend\src\app\recipes\data                                                                                                                                                    |          6 |       -385 |          0 |        -56 |       -441 |
| ..\frontend\src\app\recipes\feature                                                                                                                                                 |         40 |     -6,195 |       -136 |       -418 |     -6,749 |
| ..\frontend\src\app\recipes\feature\recipe                                                                                                                                          |          6 |     -1,163 |        -19 |        -64 |     -1,246 |
| ..\frontend\src\app\recipes\feature\recipe (Files)                                                                                                                                  |          2 |       -612 |         -9 |        -31 |       -652 |
| ..\frontend\src\app\recipes\feature\recipe\ui                                                                                                                                       |          4 |       -551 |        -10 |        -33 |       -594 |
| ..\frontend\src\app\recipes\feature\recipe\ui\delete-recipe-modal                                                                                                                   |          2 |       -104 |         -1 |         -9 |       -114 |
| ..\frontend\src\app\recipes\feature\recipe\ui\edit-recipe-modal                                                                                                                     |          2 |       -447 |         -9 |        -24 |       -480 |
| ..\frontend\src\app\recipes\feature\recipes-page                                                                                                                                    |         34 |     -5,032 |       -117 |       -354 |     -5,503 |
| ..\frontend\src\app\recipes\feature\recipes-page (Files)                                                                                                                            |          4 |     -1,183 |        -33 |        -64 |     -1,280 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui                                                                                                                                 |         30 |     -3,849 |        -84 |       -290 |     -4,223 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe                                                                                                                          |          2 |       -427 |         -4 |        -26 |       -457 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-category                                                                                                                 |          6 |       -665 |        -15 |        -60 |       -740 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-category\add-recipe-category-modal                                                                                       |          2 |       -260 |         -4 |        -24 |       -288 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-category\delete-recipe-category-modal                                                                                    |          2 |       -110 |         -1 |         -8 |       -119 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-category\edit-recipe-category-modal                                                                                      |          2 |       -295 |        -10 |        -28 |       -333 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-ingredient                                                                                                               |          6 |       -722 |        -15 |        -47 |       -784 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-ingredient\add-recipe-ingredient-modal                                                                                   |          2 |       -297 |         -6 |        -17 |       -320 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-ingredient\delete-recipe-ingredient-modal                                                                                |          2 |       -108 |         -1 |         -8 |       -117 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-ingredient\recipe-ingredients-modal                                                                                      |          2 |       -317 |         -8 |        -22 |       -347 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-step                                                                                                                     |          8 |     -1,358 |        -43 |       -111 |     -1,512 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-step\add-recipe-step-modal                                                                                               |          2 |       -295 |         -4 |        -24 |       -323 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-step\delete-recipe-step-modal                                                                                            |          2 |       -111 |         -1 |         -9 |       -121 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-step\edit-recipe-step-modal                                                                                              |          2 |       -303 |        -11 |        -20 |       -334 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-step\recipe-steps-modal                                                                                                  |          2 |       -649 |        -27 |        -58 |       -734 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-tool                                                                                                                     |          6 |       -663 |         -7 |        -42 |       -712 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-tool\add-recipe-tool-modal                                                                                               |          2 |       -219 |         -2 |        -13 |       -234 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-tool\delete-recipe-tool-modal                                                                                            |          2 |       -118 |         -1 |         -8 |       -127 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe-tool\recipe-tools-modal                                                                                                  |          2 |       -326 |         -4 |        -21 |       -351 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipe\add-recipe-modal                                                                                                         |          2 |       -427 |         -4 |        -26 |       -457 |
| ..\frontend\src\app\recipes\feature\recipes-page\ui\recipes-info                                                                                                                    |          2 |        -14 |          0 |         -4 |        -18 |
| ..\frontend\src\app\recipes\state                                                                                                                                                   |         34 |     -2,315 |        -54 |       -185 |     -2,554 |
| ..\frontend\src\app\recipes\state (Files)                                                                                                                                           |          4 |        -25 |          0 |         -5 |        -30 |
| ..\frontend\src\app\recipes\state\recipe                                                                                                                                            |          5 |       -389 |         -9 |        -38 |       -436 |
| ..\frontend\src\app\recipes\state\recipe-category                                                                                                                                   |          5 |       -369 |          0 |        -27 |       -396 |
| ..\frontend\src\app\recipes\state\recipe-ingredient                                                                                                                                 |          5 |       -446 |          0 |        -30 |       -476 |
| ..\frontend\src\app\recipes\state\recipe-step                                                                                                                                       |          5 |       -368 |        -45 |        -30 |       -443 |
| ..\frontend\src\app\recipes\state\recipe-tool                                                                                                                                       |          5 |       -432 |          0 |        -30 |       -462 |
| ..\frontend\src\app\recipes\state\step                                                                                                                                              |          5 |       -286 |          0 |        -25 |       -311 |
| ..\frontend\src\app\shared                                                                                                                                                          |         39 |     -2,291 |        -73 |       -200 |     -2,564 |
| ..\frontend\src\app\shared\state                                                                                                                                                    |          5 |        -92 |          0 |        -16 |       -108 |
| ..\frontend\src\app\shared\ui                                                                                                                                                       |         26 |     -1,688 |        -32 |       -120 |     -1,840 |
| ..\frontend\src\app\shared\ui\add-request-confirmation                                                                                                                              |          2 |        -43 |          0 |         -4 |        -47 |
| ..\frontend\src\app\shared\ui\add-request-error                                                                                                                                     |          2 |        -43 |         -5 |         -4 |        -52 |
| ..\frontend\src\app\shared\ui\app-notfound                                                                                                                                          |          2 |        -11 |          0 |         -4 |        -15 |
| ..\frontend\src\app\shared\ui\delete-request-confirmation                                                                                                                           |          2 |        -41 |          0 |         -4 |        -45 |
| ..\frontend\src\app\shared\ui\delete-request-error                                                                                                                                  |          2 |        -41 |          0 |         -3 |        -44 |
| ..\frontend\src\app\shared\ui\dl-table-full                                                                                                                                         |          2 |       -493 |         -7 |        -26 |       -526 |
| ..\frontend\src\app\shared\ui\dl-table-full-filters                                                                                                                                 |          2 |       -348 |         -4 |        -23 |       -375 |
| ..\frontend\src\app\shared\ui\filterModals                                                                                                                                          |          8 |       -584 |        -11 |        -39 |       -634 |
| ..\frontend\src\app\shared\ui\filterModals\currency-filter-modal                                                                                                                    |          2 |        -11 |          0 |         -4 |        -15 |
| ..\frontend\src\app\shared\ui\filterModals\date-filter-modal                                                                                                                        |          2 |       -235 |         -5 |        -13 |       -253 |
| ..\frontend\src\app\shared\ui\filterModals\numeric-filter-modal                                                                                                                     |          2 |       -195 |         -2 |        -12 |       -209 |
| ..\frontend\src\app\shared\ui\filterModals\string-filter-modal                                                                                                                      |          2 |       -143 |         -4 |        -10 |       -157 |
| ..\frontend\src\app\shared\ui\update-request-confirmation                                                                                                                           |          2 |        -42 |          0 |         -8 |        -50 |
| ..\frontend\src\app\shared\ui\update-request-error                                                                                                                                  |          2 |        -42 |         -5 |         -5 |        -52 |
| ..\frontend\src\app\shared\utils                                                                                                                                                    |          8 |       -511 |        -41 |        -64 |       -616 |
| middleware                                                                                                                                                                          |          5 |        131 |         13 |         26 |        170 |
| modules                                                                                                                                                                             |         82 |      5,601 |        281 |        975 |      6,857 |
| modules\clients                                                                                                                                                                     |          3 |        266 |          9 |         35 |        310 |
| modules\employees                                                                                                                                                                   |          3 |        359 |         18 |         50 |        427 |
| modules\ingredientStocks                                                                                                                                                            |          3 |        224 |         12 |         36 |        272 |
| modules\ingredients                                                                                                                                                                 |          6 |        498 |         29 |         83 |        610 |
| modules\ingredients (Files)                                                                                                                                                         |          3 |        263 |         15 |         40 |        318 |
| modules\ingredients\recipe                                                                                                                                                          |          3 |        235 |         14 |         43 |        292 |
| modules\invoices                                                                                                                                                                    |          9 |        339 |          6 |         70 |        415 |
| modules\invoices (Files)                                                                                                                                                            |          3 |        167 |          3 |         30 |        200 |
| modules\invoices\logs                                                                                                                                                               |          3 |         88 |          1 |         19 |        108 |
| modules\invoices\notes                                                                                                                                                              |          3 |         84 |          2 |         21 |        107 |
| modules\orders                                                                                                                                                                      |         10 |        701 |         36 |        129 |        866 |
| modules\orders (Files)                                                                                                                                                              |          3 |        265 |         14 |         46 |        325 |
| modules\orders\items                                                                                                                                                                |          7 |        436 |         22 |         83 |        541 |
| modules\orders\items (Files)                                                                                                                                                        |          1 |          7 |          0 |          5 |         12 |
| modules\orders\items\stock                                                                                                                                                          |          3 |        225 |         13 |         41 |        279 |
| modules\orders\items\task                                                                                                                                                           |          3 |        204 |          9 |         37 |        250 |
| modules\payments                                                                                                                                                                    |          3 |        133 |          5 |         32 |        170 |
| modules\persons                                                                                                                                                                     |          3 |        247 |         10 |         39 |        296 |
| modules\productStocks                                                                                                                                                               |          3 |        215 |          8 |         39 |        262 |
| modules\recipes                                                                                                                                                                     |          9 |        658 |         28 |        111 |        797 |
| modules\recipes (Files)                                                                                                                                                             |          3 |        266 |         11 |         38 |        315 |
| modules\recipes\categories                                                                                                                                                          |          3 |        213 |         11 |         37 |        261 |
| modules\recipes\components                                                                                                                                                          |          3 |        179 |          6 |         36 |        221 |
| modules\steps                                                                                                                                                                       |          6 |        499 |         67 |         82 |        648 |
| modules\steps (Files)                                                                                                                                                               |          3 |        192 |         15 |         33 |        240 |
| modules\steps\recipe                                                                                                                                                                |          3 |        307 |         52 |         49 |        408 |
| modules\stockProducts                                                                                                                                                               |          3 |        191 |          7 |         40 |        238 |
| modules\tags                                                                                                                                                                        |          9 |        472 |          9 |         90 |        571 |
| modules\tags (Files)                                                                                                                                                                |          3 |        176 |          3 |         35 |        214 |
| modules\tags\order                                                                                                                                                                  |          3 |        148 |          3 |         28 |        179 |
| modules\tags\recipe                                                                                                                                                                 |          3 |        148 |          3 |         27 |        178 |
| modules\toolStocks                                                                                                                                                                  |          3 |        225 |          8 |         39 |        272 |
| modules\tools                                                                                                                                                                       |          6 |        464 |         26 |         77 |        567 |
| modules\tools (Files)                                                                                                                                                               |          3 |        197 |          7 |         34 |        238 |
| modules\tools\recipe                                                                                                                                                                |          3 |        267 |         19 |         43 |        329 |
| modules\uploads                                                                                                                                                                     |          3 |        110 |          3 |         23 |        136 |
| schemas                                                                                                                                                                             |         17 |      1,449 |         18 |        162 |      1,629 |
| services                                                                                                                                                                            |          2 |         74 |         27 |          7 |        108 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                            | language   | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.html                                                                                      | HTML       |        -97 |        -54 |         -9 |       -160 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.spec.ts                                                                                   | TypeScript |        -17 |          0 |         -5 |        -22 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\login\login-page.component.ts                                                                                        | TypeScript |        -38 |          0 |         -6 |        -44 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\password\password-reset-page.component.html                                                                          | HTML       |         -1 |          0 |         -1 |         -2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\password\password-reset-page.component.ts                                                                            | TypeScript |        -10 |          0 |         -3 |        -13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\signup\signup-page.component.html                                                                                    | HTML       |        -97 |        -54 |         -9 |       -160 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\signup\signup-page.component.ts                                                                                      | TypeScript |        -38 |          0 |         -6 |        -44 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\verify\verify.component.html                                                                                         | HTML       |         -1 |          0 |         -1 |         -2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\account\feature\verify\verify.component.ts                                                                                           | TypeScript |        -10 |          0 |         -3 |        -13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.html                                                                                                                   | HTML       |         -3 |          0 |         -1 |         -4 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.spec.ts                                                                                                                | TypeScript |        -25 |          0 |         -5 |        -30 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\app.component.ts                                                                                                                     | TypeScript |        -44 |         -2 |         -6 |        -52 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\data\employee.service.ts                                                                                                   | TypeScript |        -24 |          0 |         -9 |        -33 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\feature\employees\employees.component.html                                                                                 | HTML       |         -1 |          0 |         -1 |         -2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\feature\employees\employees.component.ts                                                                                   | TypeScript |        -10 |          0 |         -3 |        -13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\state\employee-actions.ts                                                                                                  | TypeScript |        -31 |          0 |         -3 |        -34 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\state\employee-effects.ts                                                                                                  | TypeScript |        -47 |          0 |         -4 |        -51 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\state\employee-reducers.ts                                                                                                 | TypeScript |        -31 |          0 |         -2 |        -33 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\state\employee-selectors.ts                                                                                                | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\employees\state\employee-state.ts                                                                                                    | TypeScript |        -22 |         -2 |         -2 |        -26 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\guards\profile.guard.ts                                                                                                              | TypeScript |        -30 |         -3 |         -3 |        -36 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\header\feature\app-header.component.html                                                                                             | HTML       |       -279 |         -3 |         -3 |       -285 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\header\feature\app-header.component.ts                                                                                               | TypeScript |        -79 |          0 |        -10 |        -89 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\home\feature\home\home.component.html                                                                                                | HTML       |         -1 |          0 |         -1 |         -2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\home\feature\home\home.component.spec.ts                                                                                             | TypeScript |        -17 |          0 |         -5 |        -22 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\home\feature\home\home.component.ts                                                                                                  | TypeScript |        -10 |          0 |         -3 |        -13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\data\ingredient-stock.service.ts                                              | TypeScript |        -78 |         -1 |        -10 |        -89 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ingredient-inventory-table.component.html                                     | HTML       |         -4 |          0 |         -1 |         -5 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ingredient-inventory-table.component.ts                                       | TypeScript |        -91 |          0 |         -6 |        -97 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-actions.ts                                             | TypeScript |        -76 |          0 |         -5 |        -81 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-effects.ts                                             | TypeScript |       -118 |          0 |         -7 |       -125 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-reducers.ts                                            | TypeScript |       -115 |          0 |         -2 |       -117 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-selectors.ts                                           | TypeScript |        -23 |          0 |         -9 |        -32 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\state\ingredient-stock-state.ts                                               | TypeScript |        -29 |          0 |         -4 |        -33 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\add-ingredient-stock-modal\add-ingredient-stock-modal.component.html       | HTML       |       -142 |         -2 |         -6 |       -150 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\add-ingredient-stock-modal\add-ingredient-stock-modal.component.ts         | TypeScript |       -187 |         -3 |        -21 |       -211 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\delete-ingredient-stock-modal\delete-ingredient-stock-modal.component.html | HTML       |        -56 |          0 |         -1 |        -57 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\delete-ingredient-stock-modal\delete-ingredient-stock-modal.component.ts   | TypeScript |        -54 |         -1 |         -8 |        -63 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\edit-ingredient-stock-modal\edit-ingredient-stock-modal.component.html     | HTML       |       -127 |         -2 |         -5 |       -134 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\ingredient-inventory\ui\edit-ingredient-stock-modal\edit-ingredient-stock-modal.component.ts       | TypeScript |       -206 |          0 |        -22 |       -228 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\material-inventory\material-inventory-table.component.html                                         | HTML       |         -1 |          0 |         -1 |         -2 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\material-inventory\material-inventory-table.component.spec.ts                                      | TypeScript |        -17 |          0 |         -5 |        -22 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\feature\material-inventory\material-inventory-table.component.ts                                           | TypeScript |        -10 |          0 |         -3 |        -13 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\inventory.component.html                                                                                   | HTML       |        -10 |          0 |         -1 |        -11 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\Inventory\inventory.component.ts                                                                                     | TypeScript |        -21 |          0 |         -4 |        -25 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\data\ingredient.service.ts                                                                               | TypeScript |        -46 |          0 |         -9 |        -55 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\ingredients.component.html                                                                               | HTML       |        -24 |          0 |          0 |        -24 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\ingredients.component.ts                                                                                 | TypeScript |        -96 |          0 |         -5 |       -101 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\state\ingredient-actions.ts                                                                              | TypeScript |        -76 |          0 |         -5 |        -81 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\state\ingredient-effects.ts                                                                              | TypeScript |       -120 |          0 |        -10 |       -130 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\state\ingredient-reducers.ts                                                                             | TypeScript |       -101 |          0 |         -3 |       -104 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\state\ingredient-selectors.ts                                                                            | TypeScript |        -13 |          0 |         -7 |        -20 |
| c:\Users\Josh\repos\doughleap\frontend\src\app\kitchen\feature\ingredients\state\ingredient-state.ts                                                                                | TypeScript |        -22 |          0 |         -3 |        -25 |
