Date : 2024-04-02 23:29:56
Directory : /home/josh/repos/doughleap/frontend/src/app
Total : 313 files,  32131 codes, 885 comments, 2223 blanks, all 35239 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| profile/ui                                                                                                                                                                       |          4 |        403 |         12 |         28 |        443 |
| profile/ui/edit-photo-modal                                                                                                                                                      |          2 |        218 |         10 |         17 |        245 |
| profile/ui/edit-profile-modal                                                                                                                                                    |          2 |        185 |          2 |         11 |        198 |
| recipes                                                                                                                                                                          |        106 |     13,339 |        382 |        878 |     14,599 |
| recipes/data                                                                                                                                                                     |          7 |        651 |          8 |         80 |        739 |
| recipes/feature                                                                                                                                                                  |         65 |     10,044 |        365 |        591 |     11,000 |
| recipes/feature/created-recipes                                                                                                                                                  |          2 |         13 |          0 |          4 |         17 |
| recipes/feature/discover                                                                                                                                                         |          2 |        251 |         14 |         15 |        280 |
| recipes/feature/recipe                                                                                                                                                           |         18 |      4,281 |        189 |        206 |      4,676 |
| recipes/feature/recipe/public-recipe                                                                                                                                             |          2 |        585 |         27 |         27 |        639 |
| recipes/feature/recipe/ui                                                                                                                                                        |         14 |      2,352 |         83 |        141 |      2,576 |
| recipes/feature/recipe/ui/delete-recipe-modal                                                                                                                                    |          2 |        142 |          1 |          9 |        152 |
| recipes/feature/recipe/ui/edit-recipe-modal                                                                                                                                      |          2 |        570 |         13 |         25 |        608 |
| recipes/feature/recipe/ui/recipe-shopping-list-modal                                                                                                                             |          2 |        259 |          9 |         18 |        286 |
| recipes/feature/recipe/ui/subscribe-recipe-modal                                                                                                                                 |          2 |        571 |         30 |         39 |        640 |
| recipes/feature/recipe/ui/unsubscribe-recipe-modal                                                                                                                               |          2 |        131 |          0 |          8 |        139 |
| recipes/feature/recipe/ui/use-recipe-modal                                                                                                                                       |          2 |        266 |          5 |         16 |        287 |
| recipes/feature/recipe/ui/using-recipe                                                                                                                                           |          2 |        413 |         25 |         26 |        464 |
| recipes/feature/recipe/user-recipe                                                                                                                                               |          2 |      1,344 |         79 |         38 |      1,461 |
| recipes/feature/recipes-page                                                                                                                                                     |         41 |      5,486 |        162 |        363 |      6,011 |
| recipes/feature/recipes-page (Files)                                                                                                                                             |          3 |        202 |          6 |         17 |        225 |
| recipes/feature/recipes-page/feature                                                                                                                                             |          2 |        397 |         15 |         21 |        433 |
| recipes/feature/recipes-page/feature/list                                                                                                                                        |          2 |        397 |         15 |         21 |        433 |
| recipes/feature/recipes-page/ui                                                                                                                                                  |         36 |      4,887 |        141 |        325 |      5,353 |
| recipes/feature/recipes-page/ui/recipe                                                                                                                                           |         10 |      1,312 |         46 |         93 |      1,451 |
| recipes/feature/recipes-page/ui/recipe-category                                                                                                                                  |          2 |         58 |          0 |          5 |         63 |
| recipes/feature/recipes-page/ui/recipe-category/recipe-category-card                                                                                                             |          2 |         58 |          0 |          5 |         63 |
| recipes/feature/recipes-page/ui/recipe-ingredient                                                                                                                                |          8 |      1,442 |         39 |         75 |      1,556 |
| recipes/feature/recipes-page/ui/recipe-ingredient/add-recipe-ingredient-modal                                                                                                    |          2 |        439 |         12 |         24 |        475 |
| recipes/feature/recipes-page/ui/recipe-ingredient/delete-recipe-ingredient-modal                                                                                                 |          2 |        123 |          1 |          8 |        132 |
| recipes/feature/recipes-page/ui/recipe-ingredient/edit-recipe-ingredient-modal                                                                                                   |          2 |        415 |          8 |         19 |        442 |
| recipes/feature/recipes-page/ui/recipe-ingredient/recipe-ingredients-modal                                                                                                       |          2 |        465 |         18 |         24 |        507 |
| recipes/feature/recipes-page/ui/recipe-step                                                                                                                                      |          8 |      1,369 |         46 |        107 |      1,522 |
| recipes/feature/recipes-page/ui/recipe-step/add-recipe-step-modal                                                                                                                |          2 |        266 |          4 |         23 |        293 |
| recipes/feature/recipes-page/ui/recipe-step/delete-recipe-step-modal                                                                                                             |          2 |        130 |          1 |          9 |        140 |
| recipes/feature/recipes-page/ui/recipe-step/edit-recipe-step-modal                                                                                                               |          2 |        304 |         14 |         20 |        338 |
| recipes/feature/recipes-page/ui/recipe-step/recipe-steps-modal                                                                                                                   |          2 |        669 |         27 |         55 |        751 |
| recipes/feature/recipes-page/ui/recipe-tool                                                                                                                                      |          6 |        692 |         10 |         41 |        743 |
| recipes/feature/recipes-page/ui/recipe-tool/add-recipe-tool-modal                                                                                                                |          2 |        192 |          2 |         12 |        206 |
| recipes/feature/recipes-page/ui/recipe-tool/delete-recipe-tool-modal                                                                                                             |          2 |        140 |          1 |          8 |        149 |
| recipes/feature/recipes-page/ui/recipe-tool/recipe-tools-modal                                                                                                                   |          2 |        360 |          7 |         21 |        388 |
| recipes/feature/recipes-page/ui/recipe/add-recipe-modal                                                                                                                          |          2 |        137 |         13 |         19 |        169 |
| recipes/feature/recipes-page/ui/recipe/from-url-add-recipe-modal                                                                                                                 |          2 |        293 |         12 |         22 |        327 |
| recipes/feature/recipes-page/ui/recipe/manual-add-recipe-modal                                                                                                                   |          2 |        437 |          4 |         25 |        466 |
| recipes/feature/recipes-page/ui/recipe/recipe-card                                                                                                                               |          2 |        134 |          2 |          5 |        141 |
| recipes/feature/recipes-page/ui/recipe/vision-add-recipe-modal                                                                                                                   |          2 |        311 |         15 |         22 |        348 |
| recipes/feature/recipes-page/ui/recipes-info                                                                                                                                     |          2 |         14 |          0 |          4 |         18 |
| recipes/feature/subscribed-recipes                                                                                                                                               |          2 |         13 |          0 |          3 |         16 |
| recipes/state                                                                                                                                                                    |         34 |      2,644 |          9 |        207 |      2,860 |
| recipes/state (Files)                                                                                                                                                            |          4 |         25 |          0 |          5 |         30 |
| recipes/state/recipe                                                                                                                                                             |          5 |        906 |          4 |         62 |        972 |
| recipes/state/recipe-category                                                                                                                                                    |          5 |        164 |          0 |         22 |        186 |
| recipes/state/recipe-ingredient                                                                                                                                                  |          5 |        456 |          1 |         31 |        488 |
| recipes/state/recipe-step                                                                                                                                                        |          5 |        369 |          3 |         31 |        403 |
| recipes/state/recipe-tool                                                                                                                                                        |          5 |        443 |          1 |         31 |        475 |
| recipes/state/step                                                                                                                                                               |          5 |        281 |          0 |         25 |        306 |
| settings                                                                                                                                                                         |          2 |        353 |         13 |         16 |        382 |
| shared                                                                                                                                                                           |         48 |      3,058 |         89 |        255 |      3,402 |
| shared/state                                                                                                                                                                     |          5 |        107 |          0 |         17 |        124 |
| shared/ui                                                                                                                                                                        |         30 |      1,740 |         32 |        126 |      1,898 |
| shared/ui/add-request-confirmation                                                                                                                                               |          2 |         33 |          0 |          4 |         37 |
| shared/ui/add-request-error                                                                                                                                                      |          2 |         43 |          5 |          4 |         52 |
| shared/ui/app-notfound                                                                                                                                                           |          2 |         11 |          0 |          4 |         15 |
| shared/ui/confirmation-modal                                                                                                                                                     |          2 |         28 |          0 |          2 |         30 |
| shared/ui/delete-request-confirmation                                                                                                                                            |          2 |         41 |          0 |          4 |         45 |
| shared/ui/delete-request-error                                                                                                                                                   |          2 |         41 |          0 |          3 |         44 |
| shared/ui/dl-table-full                                                                                                                                                          |          2 |        493 |          7 |         26 |        526 |
| shared/ui/dl-table-full-filters                                                                                                                                                  |          2 |        348 |          4 |         23 |        375 |
| shared/ui/error-modal                                                                                                                                                            |          2 |         44 |          0 |          4 |         48 |
| shared/ui/filterModals                                                                                                                                                           |          8 |        584 |         11 |         39 |        634 |
| shared/ui/filterModals/currency-filter-modal                                                                                                                                     |          2 |         11 |          0 |          4 |         15 |
| shared/ui/filterModals/date-filter-modal                                                                                                                                         |          2 |        235 |          5 |         13 |        253 |
| shared/ui/filterModals/numeric-filter-modal                                                                                                                                      |          2 |        195 |          2 |         12 |        209 |
| shared/ui/filterModals/string-filter-modal                                                                                                                                       |          2 |        143 |          4 |         10 |        157 |
| shared/ui/update-request-confirmation                                                                                                                                            |          2 |         32 |          0 |          8 |         40 |
| shared/ui/update-request-error                                                                                                                                                   |          2 |         42 |          5 |          5 |         52 |
| shared/utils                                                                                                                                                                     |         13 |      1,211 |         57 |        112 |      1,380 |
| social                                                                                                                                                                           |         34 |      2,972 |         99 |        210 |      3,281 |
| social (Files)                                                                                                                                                                   |          2 |         89 |         13 |         10 |        112 |
| social/data                                                                                                                                                                      |          1 |        101 |         11 |         16 |        128 |
| social/feature                                                                                                                                                                   |         21 |      2,063 |         75 |        126 |      2,264 |
| social/feature/followers                                                                                                                                                         |          2 |        127 |          7 |         13 |        147 |
| social/feature/friends                                                                                                                                                           |         14 |      1,763 |         65 |         96 |      1,924 |
| social/feature/friends (Files)                                                                                                                                                   |          2 |        175 |          7 |         16 |        198 |
| social/feature/friends/ui                                                                                                                                                        |         12 |      1,588 |         58 |         80 |      1,726 |
| social/feature/friends/ui/add-friend-modal                                                                                                                                       |          2 |        517 |          7 |         18 |        542 |
| social/feature/friends/ui/friend-card                                                                                                                                            |          2 |         55 |          4 |          6 |         65 |
| social/feature/friends/ui/friend-modal                                                                                                                                           |          2 |        673 |         25 |         29 |        727 |
| social/feature/friends/ui/friend-requests-modal                                                                                                                                  |          2 |         53 |          1 |          7 |         61 |
| social/feature/friends/ui/profile-card                                                                                                                                           |          2 |        200 |         14 |         11 |        225 |
| social/feature/friends/ui/request-card                                                                                                                                           |          2 |         90 |          7 |          9 |        106 |
| social/feature/timeline                                                                                                                                                          |          5 |        173 |          3 |         17 |        193 |
| social/feature/timeline (Files)                                                                                                                                                  |          2 |        157 |          3 |         12 |        172 |
| social/feature/timeline/state                                                                                                                                                    |          1 |          5 |          0 |          1 |          6 |
| social/feature/timeline/ui                                                                                                                                                       |          2 |         11 |          0 |          4 |         15 |
| social/feature/timeline/ui/event                                                                                                                                                 |          2 |         11 |          0 |          4 |         15 |
| social/state                                                                                                                                                                     |         10 |        719 |          0 |         58 |        777 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                                                                         | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /home/josh/repos/doughleap/frontend/src/app/account/feature/login/login-page.component.html                                                                                      | HTML       |         99 |          7 |          8 |        114 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/login/login-page.component.spec.ts                                                                                   | TypeScript |         17 |          0 |          5 |         22 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/login/login-page.component.ts                                                                                        | TypeScript |        152 |         11 |         16 |        179 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/password/password-reset-page.component.html                                                                          | HTML       |          1 |          0 |          1 |          2 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/password/password-reset-page.component.ts                                                                            | TypeScript |         10 |          0 |          3 |         13 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/signup/signup-page.component.html                                                                                    | HTML       |        102 |         55 |          8 |        165 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/signup/signup-page.component.ts                                                                                      | TypeScript |         89 |          0 |          9 |         98 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/verify/verify.component.html                                                                                         | HTML       |          1 |          0 |          1 |          2 |
| /home/josh/repos/doughleap/frontend/src/app/account/feature/verify/verify.component.ts                                                                                           | TypeScript |         10 |          0 |          3 |         13 |
| /home/josh/repos/doughleap/frontend/src/app/app.component.html                                                                                                                   | HTML       |          6 |          0 |          1 |          7 |
| /home/josh/repos/doughleap/frontend/src/app/app.component.spec.ts                                                                                                                | TypeScript |         25 |          0 |          5 |         30 |
| /home/josh/repos/doughleap/frontend/src/app/app.component.ts                                                                                                                     | TypeScript |        132 |         29 |         11 |        172 |
| /home/josh/repos/doughleap/frontend/src/app/footer/feature/app-footer.component.html                                                                                             | HTML       |        253 |          3 |          1 |        257 |
| /home/josh/repos/doughleap/frontend/src/app/footer/feature/app-footer.component.ts                                                                                               | TypeScript |        140 |          1 |         15 |        156 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/data/shopping-list-ingredient.service.ts                                                                                   | TypeScript |         92 |          0 |         10 |        102 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/data/shopping-list-recipe.service.ts                                                                                       | TypeScript |         38 |          0 |          8 |         46 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/data/shopping-list.service.ts                                                                                              | TypeScript |         38 |          0 |          8 |         46 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/draft-page/draft-page.component.html                                                                               | HTML       |        174 |          7 |          4 |        185 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/draft-page/draft-page.component.ts                                                                                 | TypeScript |        588 |         17 |         24 |        629 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/shopping-page/shopping-page.component.html                                                                         | HTML       |        182 |         12 |          5 |        199 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/shopping-page/shopping-page.component.ts                                                                           | TypeScript |        249 |          5 |         15 |        269 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/shopping-page/ui/purchase-ingredients-modal/purchase-ingredients-modal.component.html                              | HTML       |         72 |          2 |          3 |         77 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/feature/shopping-page/ui/purchase-ingredients-modal/purchase-ingredients-modal.component.ts                                | TypeScript |         50 |          0 |          7 |         57 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/groceries-page/groceries-page.component.html                                                                               | HTML       |          5 |          0 |          1 |          6 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/groceries-page/groceries-page.component.ts                                                                                 | TypeScript |         90 |          0 |          8 |         98 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-actions.ts                                                                                             | TypeScript |         77 |          0 |          7 |         84 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-effects.ts                                                                                             | TypeScript |        154 |          0 |         11 |        165 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-ingredient-actions.ts                                                                                  | TypeScript |         98 |          0 |          7 |        105 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-ingredient-effects.ts                                                                                  | TypeScript |        354 |          9 |         14 |        377 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-ingredient-reducers.ts                                                                                 | TypeScript |        111 |          0 |          3 |        114 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-ingredient-selectors.ts                                                                                | TypeScript |          7 |          0 |          1 |          8 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-ingredient-state.ts                                                                                    | TypeScript |         31 |          0 |          2 |         33 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-recipe-actions.ts                                                                                      | TypeScript |         55 |          0 |          6 |         61 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-recipe-effects.ts                                                                                      | TypeScript |        145 |          0 |          8 |        153 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-recipe-reducers.ts                                                                                     | TypeScript |         74 |          0 |          3 |         77 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-recipe-selectors.ts                                                                                    | TypeScript |          6 |          0 |          1 |          7 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-recipe-state.ts                                                                                        | TypeScript |         20 |          0 |          2 |         22 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-reducers.ts                                                                                            | TypeScript |        109 |          0 |          4 |        113 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-selectors.ts                                                                                           | TypeScript |          6 |          0 |          1 |          7 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/state/shopping-list-state.ts                                                                                               | TypeScript |         36 |          0 |          4 |         40 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/ui/add-shopping-list-ingredient-modal/add-shopping-list-ingredient-modal.component.html                                    | HTML       |        115 |          5 |          3 |        123 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/ui/add-shopping-list-ingredient-modal/add-shopping-list-ingredient-modal.component.ts                                      | TypeScript |        159 |          2 |         10 |        171 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/ui/add-shopping-list-recipe-modal/add-shopping-list-recipe-modal.component.html                                            | HTML       |        134 |          6 |          5 |        145 |
| /home/josh/repos/doughleap/frontend/src/app/groceries/ui/add-shopping-list-recipe-modal/add-shopping-list-recipe-modal.component.ts                                              | TypeScript |        317 |          4 |         13 |        334 |
| /home/josh/repos/doughleap/frontend/src/app/guards/profile.guard.ts                                                                                                              | TypeScript |         30 |          3 |          3 |         36 |
| /home/josh/repos/doughleap/frontend/src/app/home/home.component.html                                                                                                             | HTML       |         19 |          0 |          1 |         20 |
| /home/josh/repos/doughleap/frontend/src/app/home/home.component.ts                                                                                                               | TypeScript |         25 |          7 |          4 |         36 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/data/ingredient-stock.service.ts                                              | TypeScript |        152 |          7 |         17 |        176 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/state/ingredient-stock-actions.ts                                             | TypeScript |         91 |          0 |          5 |         96 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/state/ingredient-stock-effects.ts                                             | TypeScript |        166 |          1 |          8 |        175 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/state/ingredient-stock-reducers.ts                                            | TypeScript |        136 |          0 |          2 |        138 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/state/ingredient-stock-selectors.ts                                           | TypeScript |         23 |          0 |          9 |         32 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/state/ingredient-stock-state.ts                                               | TypeScript |         29 |          0 |          4 |         33 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/add-ingredient-stock-modal/add-ingredient-stock-modal.component.html       | HTML       |         88 |          2 |          5 |         95 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/add-ingredient-stock-modal/add-ingredient-stock-modal.component.ts         | TypeScript |        154 |          2 |         14 |        170 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/delete-ingredient-stock-modal/delete-ingredient-stock-modal.component.html | HTML       |         63 |          0 |          1 |         64 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/delete-ingredient-stock-modal/delete-ingredient-stock-modal.component.ts   | TypeScript |         73 |          1 |          6 |         80 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/edit-ingredient-stock-modal/edit-ingredient-stock-modal.component.html     | HTML       |         75 |          2 |          4 |         81 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/ingredient-inventory/ui/edit-ingredient-stock-modal/edit-ingredient-stock-modal.component.ts       | TypeScript |        197 |          2 |         15 |        214 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/data/tool-stock.service.ts                                                          | TypeScript |         72 |          1 |         10 |         83 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/state/tool-stock-actions.ts                                                         | TypeScript |         76 |          0 |          5 |         81 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/state/tool-stock-effects.ts                                                         | TypeScript |        139 |          0 |          7 |        146 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/state/tool-stock-reducers.ts                                                        | TypeScript |        125 |          0 |          3 |        128 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/state/tool-stock-selectors.ts                                                       | TypeScript |         28 |          0 |          9 |         37 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/state/tool-stock-state.ts                                                           | TypeScript |         27 |          0 |          3 |         30 |
| /home/josh/repos/doughleap/frontend/src/app/kitchen/feature/Inventory/feature/tool-inventory/ui/add-tool-stock-modal/add-tool-stock-modal.component.html                         | HTML       |         59 |          2 |          4 |         65 |
